# blastp
# Iteration: 0
# Query: 
# RID: 8TVCEKFR015
# Database: pdb
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 20 hits found
Query_228968	3IS3_A	26.639	244	149	6	5	224	16	253	1.81e-14	71.6	44.67
Query_228968	3ITD_A	25.833	240	156	5	5	224	16	253	6.80e-14	70.1	44.17
Query_228968	4NI5_A	28.000	225	155	3	5	223	11	234	1.40e-18	82.4	47.11
Query_228968	6B9U_A	29.185	233	149	5	5	223	8	238	5.19e-18	81.3	48.50
Query_228968	3N74_A	29.185	233	149	5	5	223	7	237	7.33e-18	80.9	48.50
Query_228968	4M8S_A	27.876	226	153	3	3	221	4	226	9.44e-17	77.4	49.56
Query_228968	4NBV_A	29.464	224	152	2	4	221	2	225	1.39e-18	82.4	49.11
Query_228968	1I01_A	27.273	220	157	1	5	221	3	222	4.31e-19	84.0	50.00
Query_228968	5X8H_A	29.825	228	145	6	5	221	4	227	1.55e-18	82.4	50.00
Query_228968	1Q7C_A	26.818	220	158	1	5	221	3	222	1.72e-18	82.0	50.00
Query_228968	1IY8_A	25.322	233	157	4	8	223	14	246	1.44e-13	68.9	47.21
Query_228968	2GDZ_A	30.942	223	131	6	1	213	1	210	6.02e-20	86.7	49.78
Query_228968	5TT0_A	28.704	216	143	4	12	221	17	227	7.68e-14	69.7	43.52
Query_228968	5OJG_A	30.000	210	139	3	3	204	6	215	3.24e-17	79.0	47.14
Query_228968	3PGX_A	27.523	218	138	3	1	201	9	223	2.35e-14	71.2	44.95
Query_228968	2CF2_E	27.670	206	134	2	5	204	3	199	1.75e-16	76.3	50.00
Query_228968	1U7T_A	28.910	211	137	4	3	201	6	215	1.05e-13	69.3	47.87
Query_228968	3TJR_A	28.218	202	139	3	5	202	29	228	5.18e-15	73.6	49.01
Query_228968	1HXH_A	30.000	200	136	3	5	201	4	202	9.00e-17	77.8	47.50
Query_228968	1SO8_A	28.780	205	134	3	3	195	6	210	2.21e-13	68.6	47.32




